irrelevant,irrelevant,irrelevant,irrelevant,numerical_features,numerical_features,technician_latitude,technician_longitude,site_latitude,site_longitude,categorical_features,categorical_features,categorical_features,categorical_features,categorical_features,categorical_features,target_column,categorical_features,categorical_features,categorical_features,categorical_features
qrzj427928057,13-Sep-25,TECH897,Emma Brown,39,4.7,26.479108,80.315042,26.499108,80.335042,Boiler Servicing,Low Priority,Air Conditioner,Cloudy,Low ,Metropolitian ,1.25,Books,Compliance Audit ,Daikin,VRV IV
hkit681446136,14-Sep-25,TECH898,Vikram Singh,27,4.6,21.175104,72.804342,21.255104,72.884342,Refrigeration System Repair,Medium Priority,Chiller Unit,Sunny,Low ,Metropolitian ,2,Shoes,Routine Inspection,York,Affinity YXV
imnm972342448,15-Sep-25,TECH899,Robert Taylor,39,3.8,19.176269,72.836721,19.286269,72.946721,HVAC Maintenance,High Priority,Heat Pump,Windy,Jam ,Metropolitian ,3.083333333,Books,Scheduled Maintenance ,Carrier,AquaEdge 23XR
wnne890905509,16-Sep-25,TECH900,Lisa Nguyen,31,4.8,12.975377,77.696664,13.025377,77.746664,Electrical Repair,Urgent Priority,Ventilation System,Sandstorms,Low ,Metropolitian ,2,Sports,Customer Complaint ,Trane,CenTraVac
kbdc711046313,17-Sep-25,TECH901,Carlos Rivera,31,4.8,23.359194,85.325447,23.419194,85.385447,Plumbing Maintenance,Low Priority,Rooftop AC,Sunny,Low ,Metropolitian ,1.083333333,Kitchen,Automated System Alert ,Lennox,Energence Ultra
alem833315854,18-Sep-25,TECH902,Emma Brown,20,4.8,12.297954,76.665169,12.307954,76.675169,Boiler Servicing,Medium Priority,Asset  type,Cloudy,Low ,Other,1.333333333,Sports,Compliance Audit ,Daikin,VRV IV
khjm619520065,19-Sep-25,TECH903,Vikram Singh,36,4.9,23.359407,85.325055,23.439407,85.405055,Refrigeration System Repair,High Priority,Air Conditioner,Cloudy,Medium ,Urban ,3.5,Cosmetics,Routine Inspection,York,Affinity YXV
oiay843077855,20-Sep-25,TECH904,Robert Taylor,20,4.9,23.416792,85.316842,23.506792,85.406842,HVAC Maintenance,Urgent Priority,Chiller Unit,Sandstorms,Low ,Metropolitian ,1.416666667,Toys,Scheduled Maintenance ,Carrier,AquaEdge 23XR
ohhc448549441,21-Sep-25,TECH905,Lisa Nguyen,24,4.6,26.892312,75.806896,26.922313,75.836896,Electrical Repair,Low Priority,Heat Pump,Cloudy,Jam ,Metropolitian ,2.083333333,Jewelry,Customer Complaint ,Trane,CenTraVac
knul324217390,22-Sep-25,TECH906,Carlos Rivera,39,4.2,22.761593,75.886362,22.871593,75.996362,Plumbing Maintenance,Medium Priority,Ventilation System,Fog,Medium ,Metropolitian ,3.25,Clothing,Automated System Alert ,Lennox,Energence Ultra
buux572471968,23-Sep-25,TECH907,Emma Brown,37,4.8,11.026117,76.944652,11.066117,76.984652,Boiler Servicing,High Priority,Rooftop AC,Sunny,High ,Metropolitian ,1.5,Shoes,Compliance Audit ,Daikin,VRV IV
ieue797662723,24-Sep-25,TECH908,Vikram Singh,32,4.9,13.064181,80.236442,13.104181,80.276442,Refrigeration System Repair,Urgent Priority,Asset  type,Sandstorms,Medium ,Metropolitian ,2.333333333,Books,Routine Inspection,York,Affinity YXV
eztk468187811,25-Sep-25,TECH909,Robert Taylor,22,4.5,26.483042,80.317833,26.533042,80.367833,HVAC Maintenance,Low Priority,Air Conditioner,Sandstorms,Low ,Metropolitian ,1.5,Skincare,Scheduled Maintenance ,Carrier,AquaEdge 23XR
zzid436960558,26-Sep-25,TECH910,Lisa Nguyen,23,4.9,11.000762,76.981876,11.130762,77.111876,Electrical Repair,Medium Priority,Chiller Unit,Windy,Low ,Metropolitian ,1.5,Clothing,Customer Complaint ,Trane,CenTraVac
kllk327072475,27-Sep-25,TECH911,Carlos Rivera,33,4.7,23.359033,85.325347,23.469033,85.435347,Plumbing Maintenance,High Priority,Heat Pump,Fog,Jam ,Metropolitian ,4.083333333,Apparel,Automated System Alert ,Lennox,Energence Ultra
uurs547552548,28-Sep-25,TECH912,Emma Brown,23,,22.569358,88.433452,22.599358,88.463452,Boiler Servicing,Urgent Priority,Ventilation System,Sunny,Low ,Metropolitian ,1.25,Snacks,Compliance Audit ,Daikin,VRV IV
ubwl989345056,29-Sep-25,TECH913,Vikram Singh,27,4.6,12.914264,77.6784,12.994264,77.7584,Refrigeration System Repair,Low Priority,Rooftop AC,Sunny,Low ,Metropolitian ,1.75,Pet Supplies,Routine Inspection,York,Affinity YXV
iimu721647260,30-Sep-25,TECH914,Robert Taylor,34,4.7,19.121999,72.908493,19.161999,72.948493,HVAC Maintenance,Medium Priority,Asset  type,Sunny,High ,Metropolitian ,1.916666667,Toys,Scheduled Maintenance ,Carrier,AquaEdge 23XR
tfxz025621580,1-Oct-25,TECH915,Lisa Nguyen,26,5,21.157729,72.768726,21.167729,72.778726,Electrical Repair,High Priority,Air Conditioner,Fog,Low ,Urban ,0.916666667,Sports,Customer Complaint ,Trane,CenTraVac
kgjb145446786,2-Oct-25,TECH916,Carlos Rivera,31,4.6,22.311603,73.165012,22.371603,73.225012,Plumbing Maintenance,Urgent Priority,Chiller Unit,Cloudy,Jam ,Metropolitian ,2.083333333,Snacks,Automated System Alert ,Lennox,Energence Ultra
xrxy085440961,3-Oct-25,TECH917,Emma Brown,32,4.9,18.536562,73.896485,18.556562,73.916485,Boiler Servicing,Low Priority,Heat Pump,Fog,Low ,Metropolitian ,1.5,Books,Compliance Audit ,Daikin,VRV IV
pnzt689957903,4-Oct-25,TECH918,Vikram Singh,27,4.7,22.745536,75.893106,22.765536,75.913106,Refrigeration System Repair,Medium Priority,Ventilation System,Cloudy,Low ,Metropolitian ,1.166666667,Shoes,Routine Inspection,York,Affinity YXV
qrng205617369,5-Oct-25,TECH919,Robert Taylor,21,4.9,12.933298,77.614293,13.023298,77.704293,HVAC Maintenance,High Priority,Rooftop AC,Windy,Medium ,Metropolitian ,3,Pet Supplies,Scheduled Maintenance ,Carrier,AquaEdge 23XR
gycd207308146,6-Oct-25,TECH920,Lisa Nguyen,28,4.8,12.939496,77.625999,12.989496,77.675999,Electrical Repair,Urgent Priority,Asset  type,Fog,Low ,Metropolitian ,1.5,Kitchen,Customer Complaint ,Trane,CenTraVac
wqfy256790455,7-Oct-25,TECH921,Carlos Rivera,24,4.9,0,0,0.04,0.04,Plumbing Maintenance,Low Priority,Air Conditioner,Fog,Medium ,Urban ,1.416666667,Toys,Automated System Alert ,Lennox,Energence Ultra
vgjr167867003,8-Oct-25,TECH922,Emma Brown,33,4.4,17.426228,78.407495,17.436228,78.417495,Boiler Servicing,Medium Priority,Chiller Unit,Sandstorms,Low ,Metropolitian ,2.333333333,Electronics,Compliance Audit ,Daikin,VRV IV
jqco336937571,9-Oct-25,TECH923,Vikram Singh,20,4.6,12.934365,77.616155,13.024365,77.706155,Refrigeration System Repair,High Priority,Heat Pump,Fog,Jam ,Metropolitian ,3.666666667,Home,Routine Inspection,York,Affinity YXV
iwkp065421476,10-Oct-25,TECH924,Robert Taylor,31,4.3,11.003669,76.976494,11.063669,77.036494,HVAC Maintenance,Urgent Priority,Ventilation System,Windy,Low ,Metropolitian ,1.666666667,Toys,Scheduled Maintenance ,Carrier,AquaEdge 23XR
nwvu459529234,11-Oct-25,TECH925,Lisa Nguyen,36,5,22.311358,73.164798,22.381358,73.234798,Electrical Repair,Low Priority,Rooftop AC,Fog,Jam ,Metropolitian ,2.916666667,Shoes,Customer Complaint ,Trane,CenTraVac
jjcl090851660,12-Oct-25,TECH926,Carlos Rivera,31,4.2,12.986047,80.218114,13.096047,80.328114,Plumbing Maintenance,Medium Priority,Asset  type,Sandstorms,Jam ,Metropolitian ,0.833333333,Grocery,Automated System Alert ,Lennox,Energence Ultra
bpbi053158546,13-Oct-25,TECH927,Emma Brown,39,4.1,17.41233,78.449654,17.47233,78.509654,Boiler Servicing,High Priority,Air Conditioner,Stormy,Jam ,Metropolitian ,2.833333333,Electronics,Compliance Audit ,Daikin,VRV IV
ksec432319879,14-Oct-25,TECH928,Vikram Singh,29,4.6,21.17106,72.789292,21.25106,72.869292,Refrigeration System Repair,Urgent Priority,Chiller Unit,Sunny,Jam ,Metropolitian ,1.416666667,Outdoors,Routine Inspection,York,Affinity YXV
rszv454658332,15-Oct-25,TECH929,Robert Taylor,29,4.6,21.186884,72.793616,21.226884,72.833616,HVAC Maintenance,Low Priority,Heat Pump,Sandstorms,High ,Urban ,1.916666667,Apparel,Scheduled Maintenance ,Carrier,AquaEdge 23XR
cdyc438548517,16-Oct-25,TECH930,Lisa Nguyen,37,4.9,11.026117,76.944652,11.056117,76.974652,Electrical Repair,Medium Priority,Ventilation System,Fog,Medium ,Metropolitian ,2.25,Books,Customer Complaint ,Trane,CenTraVac
xoka811702118,17-Oct-25,TECH931,Carlos Rivera,33,4.7,0,0,0.04,0.04,Plumbing Maintenance,High Priority,Rooftop AC,Cloudy,High ,Urban ,2.166666667,Skincare,Automated System Alert ,Lennox,Energence Ultra
nyum131271823,18-Oct-25,TECH932,Emma Brown,31,3.9,19.065838,72.832658,19.135838,72.902658,Boiler Servicing,Urgent Priority,Asset  type,Cloudy,Low ,Metropolitian ,2.916666667,Pet Supplies,Compliance Audit ,Daikin,VRV IV
iwoy649851528,19-Oct-25,TECH933,Vikram Singh,37,4.6,0,0,0.04,0.04,Refrigeration System Repair,Low Priority,Air Conditioner,Windy,High ,Urban ,3.416666667,Outdoors,Routine Inspection,York,Affinity YXV
lhus187289759,20-Oct-25,TECH934,Robert Taylor,26,4.4,12.98041,77.640489,13.04041,77.700489,HVAC Maintenance,Medium Priority,Chiller Unit,Sandstorms,Low ,Other,1.916666667,Toys,Scheduled Maintenance ,Carrier,AquaEdge 23XR
szbb646301545,21-Oct-25,TECH935,Lisa Nguyen,24,4.6,11.022477,76.995667,11.132477,77.105667,Electrical Repair,High Priority,Heat Pump,Stormy,Medium ,Metropolitian ,2.5,Clothing,Customer Complaint ,Trane,CenTraVac
bwgn919229310,22-Oct-25,TECH936,Carlos Rivera,23,4.8,0,0,0.02,0.02,Plumbing Maintenance,Urgent Priority,Ventilation System,Windy,Low ,Metropolitian ,1.583333333,Pet Supplies,Automated System Alert ,Lennox,Energence Ultra
pdxn136638766,23-Oct-25,TECH937,Emma Brown,36,4.9,0,0,0.01,0.01,Boiler Servicing,Low Priority,Rooftop AC,Windy,Low ,Metropolitian ,2.25,Electronics,Compliance Audit ,Daikin,VRV IV
zzsx562940707,24-Oct-25,TECH938,Vikram Singh,39,4.8,12.310972,76.659264,12.350972,76.699264,Refrigeration System Repair,Medium Priority,Asset  type,Cloudy,High ,Metropolitian ,2.333333333,Cosmetics,Routine Inspection,York,Affinity YXV
gyvm380029078,25-Oct-25,TECH939,Robert Taylor,20,4.7,11.025083,77.015393,11.105083,77.095393,HVAC Maintenance,High Priority,Air Conditioner,Sandstorms,Medium ,Metropolitian ,2,Toys,Scheduled Maintenance ,Carrier,AquaEdge 23XR
umwc109456087,26-Oct-25,TECH940,Lisa Nguyen,20,5,12.316967,76.603067,12.446967,76.733067,Electrical Repair,Urgent Priority,Chiller Unit,Cloudy,Jam ,Urban ,3,Sports,Customer Complaint ,Trane,CenTraVac
dsbe906886027,27-Oct-25,TECH941,Carlos Rivera,29,4.3,22.538731,88.364878,22.598731,88.424878,Plumbing Maintenance,Low Priority,Heat Pump,Sandstorms,Low ,Metropolitian ,2.333333333,Cosmetics,Automated System Alert ,Lennox,Energence Ultra
xnzb532907287,28-Oct-25,TECH942,Emma Brown,36,4.8,11.001753,76.986241,11.111753,77.096241,Boiler Servicing,Medium Priority,Ventilation System,Fog,Medium ,Urban ,2.583333333,Snacks,Compliance Audit ,Daikin,VRV IV
ltrp525870768,29-Oct-25,TECH943,Vikram Singh,36,4,22.310237,73.158921,22.400237,73.248921,Refrigeration System Repair,High Priority,Rooftop AC,Sunny,Jam ,Metropolitian ,3.666666667,Skincare,Routine Inspection,York,Affinity YXV
rbzk606295253,30-Oct-25,TECH944,Robert Taylor,22,4.8,23.359033,85.325347,23.439033,85.405347,HVAC Maintenance,Urgent Priority,Asset  type,Windy,Low ,Metropolitian ,1.25,Cosmetics,Scheduled Maintenance ,Carrier,AquaEdge 23XR
ltoi660207512,31-Oct-25,TECH945,Lisa Nguyen,38,4.4,18.593481,73.785901,18.663481,73.855901,Electrical Repair,Low Priority,Air Conditioner,Windy,Medium ,Metropolitian ,2.75,Toys,Customer Complaint ,Trane,CenTraVac
pkhq469939766,1-Nov-25,TECH946,Carlos Rivera,39,4.9,21.186438,72.794115,21.236438,72.844115,Plumbing Maintenance,Medium Priority,Chiller Unit,Fog,Jam ,Metropolitian ,2.5,Cosmetics,Automated System Alert ,Lennox,Energence Ultra
jgbc287273591,2-Nov-25,TECH947,Emma Brown,24,4.9,22.725748,75.898497,22.775748,75.948497,Boiler Servicing,High Priority,Heat Pump,Stormy,Medium ,Metropolitian ,1.833333333,Outdoors,Compliance Audit ,Daikin,VRV IV
xzzw562394658,3-Nov-25,TECH948,Vikram Singh,30,4.1,0,0,0.07,0.07,Refrigeration System Repair,Urgent Priority,Ventilation System,Fog,Low ,Metropolitian ,3.583333333,Sports,Routine Inspection,York,Affinity YXV
gjwc226881646,4-Nov-25,TECH949,Robert Taylor,35,4.8,17.450851,78.379347,17.540851,78.469347,HVAC Maintenance,Low Priority,Rooftop AC,Fog,Medium ,Metropolitian ,4,Jewelry,Scheduled Maintenance ,Carrier,AquaEdge 23XR
lrbb564302256,5-Nov-25,TECH950,Lisa Nguyen,33,4.5,13.081878,80.248519,13.171878,80.338519,Electrical Repair,Medium Priority,Asset  type,Stormy,Low ,Metropolitian ,1.583333333,Shoes,Customer Complaint ,Trane,CenTraVac
fkyd365052251,6-Nov-25,TECH951,Carlos Rivera,39,4.7,10.035573,76.336958,10.105573,76.406958,Plumbing Maintenance,High Priority,Air Conditioner,Windy,Medium ,Urban ,1.75,Cosmetics,Automated System Alert ,Lennox,Energence Ultra
wciq107093545,7-Nov-25,TECH952,Emma Brown,31,4.3,22.308096,73.167753,22.388096,73.247753,Boiler Servicing,Urgent Priority,Chiller Unit,Windy,Jam ,Metropolitian ,3.666666667,Outdoors,Compliance Audit ,Daikin,VRV IV
edxx482704762,8-Nov-25,TECH953,Vikram Singh,37,4.5,12.975996,80.221898,12.985996,80.231898,Refrigeration System Repair,Low Priority,Heat Pump,Windy,Low ,Metropolitian ,2.166666667,Books,Routine Inspection,York,Affinity YXV
jxsj508533395,9-Nov-25,TECH954,Robert Taylor,37,4.7,12.3085,76.665808,12.3385,76.695808,HVAC Maintenance,Medium Priority,Ventilation System,Windy,Low ,Metropolitian ,0.433333333,Grocery,Scheduled Maintenance ,Carrier,AquaEdge 23XR
xlta607070306,10-Nov-25,TECH955,Lisa Nguyen,33,5,19.178321,72.834715,19.188321,72.844715,Electrical Repair,High Priority,Rooftop AC,Windy,High ,Metropolitian ,2.583333333,Sports,Customer Complaint ,Trane,CenTraVac
lubd358643567,11-Nov-25,TECH956,Carlos Rivera,24,4.6,0,0,0.06,0.06,Plumbing Maintenance,Urgent Priority,Asset  type,Stormy,Low ,Urban ,0.316666667,Grocery,Automated System Alert ,Lennox,Energence Ultra
ycwb227184501,12-Nov-25,TECH957,Emma Brown,33,4.5,26.910262,75.783013,26.990262,75.863013,Boiler Servicing,Low Priority,Air Conditioner,Sunny,Jam ,Metropolitian ,1.5,Kitchen,Compliance Audit ,Daikin,VRV IV
mikp615052003,13-Nov-25,TECH958,Vikram Singh,39,4.7,25.443994,81.860187,25.513994,81.930187,Refrigeration System Repair,Medium Priority,Chiller Unit,Fog,Medium ,Metropolitian ,3.166666667,Electronics,Routine Inspection,York,Affinity YXV
djrw974238657,14-Nov-25,TECH959,Robert Taylor,37,4.6,23.359194,85.325447,23.449194,85.415447,HVAC Maintenance,High Priority,Heat Pump,Cloudy,Medium ,Metropolitian ,2.666666667,Outdoors,Scheduled Maintenance ,Carrier,AquaEdge 23XR
rxki994339301,15-Nov-25,TECH960,Lisa Nguyen,25,4.9,17.458998,78.500366,17.508998,78.550366,Electrical Repair,Urgent Priority,Ventilation System,Sandstorms,Low ,Metropolitian ,1.416666667,Jewelry,Customer Complaint ,Trane,CenTraVac
wfjy432968933,16-Nov-25,TECH961,Carlos Rivera,28,4.8,18.530963,73.828972,18.590963,73.888972,Plumbing Maintenance,Low Priority,Rooftop AC,Fog,Medium ,Urban ,0.916666667,Books,Automated System Alert ,Lennox,Energence Ultra
opdl820466364,17-Nov-25,TECH962,Emma Brown,38,4.7,12.321214,76.621094,12.361214,76.661094,Boiler Servicing,Medium Priority,Asset  type,Windy,High ,Metropolitian ,2.583333333,Cosmetics,Compliance Audit ,Daikin,VRV IV
wbpn330130607,18-Nov-25,TECH963,Vikram Singh,31,4.6,12.3085,76.665808,12.3685,76.725808,Refrigeration System Repair,High Priority,Air Conditioner,Windy,Medium ,Metropolitian ,2.083333333,Skincare,Routine Inspection,York,Affinity YXV
jtsd466670552,19-Nov-25,TECH964,Robert Taylor,25,4.8,19.055831,72.833984,19.115831,72.893984,HVAC Maintenance,Urgent Priority,Chiller Unit,Cloudy,Jam ,Metropolitian ,1.833333333,Jewelry,Scheduled Maintenance ,Carrier,AquaEdge 23XR
enww399699472,20-Nov-25,TECH965,Lisa Nguyen,35,4.9,12.337928,76.617889,12.407928,76.687889,Electrical Repair,Low Priority,Heat Pump,Fog,Jam ,Metropolitian ,3.583333333,Skincare,Customer Complaint ,Trane,CenTraVac
rvns240114667,21-Nov-25,TECH966,Carlos Rivera,39,4.7,23.351489,85.324253,23.421489,85.394253,Plumbing Maintenance,Medium Priority,Ventilation System,Fog,Jam ,Metropolitian ,3.5,Home,Automated System Alert ,Lennox,Energence Ultra
fvko144254933,22-Nov-25,TECH967,Emma Brown,38,3.9,22.728163,75.884212,22.808163,75.964212,Boiler Servicing,High Priority,Rooftop AC,Stormy,Jam ,Metropolitian ,3.5,Kitchen,Compliance Audit ,Daikin,VRV IV
jocn049365284,23-Nov-25,TECH968,Vikram Singh,35,4.7,13.026286,80.275235,13.056286,80.305235,Refrigeration System Repair,Urgent Priority,Asset  type,Fog,Jam ,Metropolitian ,2.833333333,Snacks,Routine Inspection,York,Affinity YXV
atgc248887447,24-Nov-25,TECH969,Robert Taylor,29,4.7,26.766536,75.837333,26.786536,75.857333,HVAC Maintenance,Low Priority,Air Conditioner,Sandstorms,Low ,Metropolitian ,1.416666667,Sports,Scheduled Maintenance ,Carrier,AquaEdge 23XR
jexa898688264,25-Nov-25,TECH970,Lisa Nguyen,27,4.6,21.149834,72.778666,21.179834,72.808666,Electrical Repair,Medium Priority,Chiller Unit,Stormy,Jam ,Metropolitian ,2.083333333,Pet Supplies,Customer Complaint ,Trane,CenTraVac
cmvs014428179,26-Nov-25,TECH971,Carlos Rivera,38,4.3,12.3085,76.665808,12.3985,76.755808,Plumbing Maintenance,High Priority,Heat Pump,Sandstorms,Jam ,Semi-Urban ,4.5,Clothing,Automated System Alert ,Lennox,Energence Ultra
ntme294239634,27-Nov-25,TECH972,Emma Brown,36,4.9,21.149669,72.772629,21.219669,72.842629,Boiler Servicing,Urgent Priority,Ventilation System,Windy,Low ,Metropolitian ,1.75,Electronics,Compliance Audit ,Daikin,VRV IV
tryr235168039,28-Nov-25,TECH973,Vikram Singh,26,4,17.411028,78.329645,17.451028,78.369645,Refrigeration System Repair,Low Priority,Rooftop AC,Cloudy,High ,Metropolitian ,2.833333333,Snacks,Routine Inspection,York,Affinity YXV
cpya420089193,29-Nov-25,TECH974,Robert Taylor,26,4.1,26.482581,80.315628,26.572581,80.405628,HVAC Maintenance,Medium Priority,Asset  type,Fog,Jam ,Metropolitian ,3,Pet Supplies,Scheduled Maintenance ,Carrier,AquaEdge 23XR
opvd660426426,30-Nov-25,TECH975,Lisa Nguyen,36,4.9,12.284747,76.625861,12.344747,76.685861,Electrical Repair,High Priority,Air Conditioner,Sunny,Medium ,Metropolitian ,1.416666667,Cosmetics,Customer Complaint ,Trane,CenTraVac
ecar963502319,1-Dec-25,TECH976,Carlos Rivera,21,4.7,26.911378,75.789034,26.921378,75.799034,Plumbing Maintenance,Urgent Priority,Chiller Unit,Sunny,Low ,Metropolitian ,1.333333333,Electronics,Automated System Alert ,Lennox,Energence Ultra
pbmy587069805,2-Dec-25,TECH977,Emma Brown,35,4.7,13.02978,80.208812,13.10978,80.288812,Boiler Servicing,Low Priority,Heat Pump,Sunny,Jam ,Metropolitian ,2.25,Apparel,Compliance Audit ,Daikin,VRV IV
wasv461278289,3-Dec-25,TECH978,Vikram Singh,20,4.5,12.323194,76.630583,12.363194,76.670583,Refrigeration System Repair,Medium Priority,Ventilation System,Fog,High ,Metropolitian ,2.166666667,Kitchen,Routine Inspection,York,Affinity YXV
byhp076235734,4-Dec-25,TECH979,Robert Taylor,23,4.6,18.563934,73.915367,18.653934,74.005367,HVAC Maintenance,High Priority,Rooftop AC,Fog,Jam ,Metropolitian ,3.833333333,Home,Scheduled Maintenance ,Carrier,AquaEdge 23XR
ohfh963147472,5-Dec-25,TECH980,Lisa Nguyen,37,5,22.569367,88.433187,22.629367,88.493187,Electrical Repair,Urgent Priority,Asset  type,Sunny,Jam ,Metropolitian ,2.416666667,Sports,Customer Complaint ,Trane,CenTraVac
nkmh560985800,6-Dec-25,TECH981,Carlos Rivera,26,4.8,12.949934,77.699386,13.009934,77.759386,Plumbing Maintenance,Low Priority,Air Conditioner,Sandstorms,Jam ,Metropolitian ,1.916666667,Shoes,Automated System Alert ,Lennox,Energence Ultra
gvea147758996,7-Dec-25,TECH982,Emma Brown,29,5,21.175975,72.795503,21.255975,72.875503,Boiler Servicing,Medium Priority,Chiller Unit,Sandstorms,Low ,Urban ,0.916666667,Sports,Compliance Audit ,Daikin,VRV IV
cypx969023715,8-Dec-25,TECH983,Vikram Singh,26,4.9,22.725835,75.887648,22.835835,75.997648,Refrigeration System Repair,High Priority,Heat Pump,Stormy,Medium ,Metropolitian ,2.333333333,Apparel,Routine Inspection,York,Affinity YXV
oamt174420009,9-Dec-25,TECH984,Robert Taylor,29,4.8,18.536562,73.896485,18.596562,73.956485,HVAC Maintenance,Urgent Priority,Ventilation System,Cloudy,Jam ,Metropolitian ,2.083333333,Electronics,Scheduled Maintenance ,Carrier,AquaEdge 23XR
vmgc964372188,10-Dec-25,TECH985,Lisa Nguyen,29,4.7,23.416792,85.316842,23.436792,85.336842,Electrical Repair,Low Priority,Rooftop AC,Sandstorms,Low ,Metropolitian ,0.916666667,Snacks,Customer Complaint ,Trane,CenTraVac
jnge623681084,11-Dec-25,TECH986,Carlos Rivera,21,4.9,30.89286,75.822199,30.92286,75.852199,Plumbing Maintenance,Medium Priority,Asset  type,Windy,Medium ,Metropolitian ,2.166666667,Electronics,Automated System Alert ,Lennox,Energence Ultra
kzvx918950241,12-Dec-25,TECH987,Emma Brown,22,4.3,12.310972,76.659264,12.330972,76.679264,Boiler Servicing,High Priority,Air Conditioner,Stormy,Low ,Metropolitian ,1.916666667,Apparel,Compliance Audit ,Daikin,VRV IV
rlgt572766152,13-Dec-25,TECH988,Vikram Singh,31,4,26.913987,75.752891,26.993987,75.832891,Refrigeration System Repair,Urgent Priority,Chiller Unit,Fog,Medium ,Metropolitian ,3.25,Kitchen,Routine Inspection,York,Affinity YXV
lvnz878892159,14-Dec-25,TECH989,Robert Taylor,20,4.5,11.001753,76.986241,11.021753,77.006241,HVAC Maintenance,Low Priority,Heat Pump,Fog,Low ,Other,0.916666667,Apparel,Scheduled Maintenance ,Carrier,AquaEdge 23XR
zhyo265634674,15-Dec-25,TECH990,Lisa Nguyen,30,3.9,22.310237,73.158921,22.390237,73.238921,Electrical Repair,Medium Priority,Ventilation System,Stormy,Jam ,Metropolitian ,2.666666667,Apparel,Customer Complaint ,Trane,CenTraVac
ezxe128319748,16-Dec-25,TECH991,Carlos Rivera,36,4.8,12.933284,77.615428,13.003284,77.685428,Plumbing Maintenance,High Priority,Rooftop AC,Fog,Medium ,Metropolitian ,3.583333333,Shoes,Automated System Alert ,Lennox,Energence Ultra
